accx,accy,accz
0.9289,0.1324,-0.0036
0.9504,0.1266,0.0256
1.0012,0.1422,-0.0056
0.9426,0.1226,-0.0212
0.9426,0.1188,-0.0016
0.9426,0.1188,-0.0016
1.0012,-0.0003,-0.0095
1.0442,-0.0844,-0.0877
0.968,-0.0765,-0.0368
1.0363,0.0953,0.0276
1.136,0.2868,0.0744
1.2005,0.2595,0.0607
1.1458,0.1266,0.0432
0.9289,0.3161,-0.0407
0.9308,0.4646,0.1155
0.9699,0.4041,0.0666
1.0794,0.3337,0.0334
0.6866,-0.0531,-0.0661
0.7823,0.6835,0.094
0.7823,0.6835,0.094
0.8977,0.7147,0.264
1.0638,0.4998,0.2542
0.9445,0.107,-0.1229
1.095,0.1754,0.2464
1.095,0.1754,0.2464
1.3705,0.8222,0.0803
1.1595,0.5818,0.1311
0.8468,0.2164,-0.1071
0.3955,-0.1528,-0.0798
1.0931,0.0445,0.1076
1.0931,0.0445,0.1076
1.2259,0.0778,0.0432
1.1556,0.1226,0.0568
1.0638,0.1246,0.2582
0.9523,0.0992,0.0139
0.9523,0.0992,0.0139
0.8723,0.1559,0.006
0.9972,0.2478,0.2444
1.181,0.2087,0.223
1.0481,0.2497,0.0882
0.9719,0.0895,0.2542
0.8684,0.1363,0.18
0.4502,-0.3969,0.0412
0.8214,-0.8464,-0.2147
1.5717,-0.3071,0.0744
0.9387,-0.1117,-0.0368
1.0676,-0.1742,-0.0779
1.0168,-0.1859,-0.0466
0.7785,0.109,-0.031
1.0266,-0.0433,0.047
1.0871,0.1442,0.0178
1.2494,-0.2329,0.3206
1.0969,-0.0883,0.1155
1.1224,0.0073,0.0393
1.0989,0.0191,0.2014
1.1029,0.0152,0.1683
1.0598,-0.0629,0.0276
0.9152,0.1324,0.1272
0.7608,0.3259,0.047
0.7608,0.3259,0.047
0.7745,0.4178,0.1292
0.9133,0.3103,0.1604
1.1008,0.0367,0.0451
1.0911,0.0485,0.0373
1.0324,0.1109,0.0354
0.9621,0.2439,0.0216
0.9289,0.1461,0.0139
1.0051,0.2301,0.1194
0.9914,0.1794,0.1233
0.9914,0.1794,0.1233
0.9699,0.1207,0.1038
0.8312,0.3767,0.1604
0.9367,0.2712,0.0822
0.9953,0.1833,0.0686
1.0247,0.1344,0.1135
1.0403,0.1715,0.0803
0.9075,0.2516,0.0393
0.8449,0.3473,0.051
0.9523,0.1871,0.0491
1.0715,0.0348,0.0744
0.9054,0.1168,0.1819
0.8977,0.3083,0.1194
0.925,0.1344,-0.0193
1.1614,-0.2055,0.1389
0.9231,-0.0238,0.0628
0.882,-0.0082,-0.0251
1.1029,-0.1762,-0.027
1.0676,-0.3755,0.2347
1.0559,-0.182,0.1369
1.0559,-0.182,0.1369
1.0012,-0.0902,-0.0056
1.0363,-0.229,0.0842
1.1185,-0.2485,0.18
1.054,-0.055,0.1916
1.1126,-0.096,0.1702
1.1243,-0.1391,0.1467
1.1224,-0.1684,0.1331
1.1048,-0.1684,0.1643
1.0813,-0.2015,0.1018
0.9094,-0.0062,0.0861
0.8644,0.152,0.0588
0.8605,0.3631,0.1311
0.7883,0.4373,0.1624
0.9445,0.2458,0.0628
0.9445,0.2458,0.0628
1.0344,0.2126,0.047
1.1947,0.1422,0.0158
0.8917,0.1598,0.2777
0.7589,0.3435,0.1467
0.7589,0.3435,0.1467
0.8078,0.3454,0.0256
1.0247,0.2888,-0.1326
1.1048,0.2458,-0.0368
0.9075,0.3259,-0.029
0.9075,0.3259,-0.029
0.9035,0.3435,-0.029
0.9075,0.3669,0.0607
0.9876,0.3904,0.0373
0.9876,0.3904,0.0373
0.9895,0.3806,0.0393
0.8917,0.5643,0.0666
0.884,0.5056,0.0276
0.9329,0.2986,-0.0056
1.0579,0.1598,-0.0036
1.0579,0.1598,-0.0036
1.011,0.1774,0.0647
0.9133,0.279,0.0451
0.8488,0.3298,0.0216
0.8586,0.408,0.0412
0.8586,0.408,0.0412
0.8684,0.6288,0.0276
0.8351,0.6072,-0.0056
0.6202,0.5545,-0.0036
0.3095,0.4041,0.0314
0.3095,0.4041,0.0314
0.673,0.1891,0.0412
1.183,0.0953,-0.1404
1.5952,0.2262,-0.3924
0.501,0.9375,-0.2205
0.501,0.9375,-0.2205
0.2919,0.9199,0.0373
0.5166,0.6034,-0.0564
1.0911,0.4295,-0.2713
1.1008,0.3377,-0.3847
0.7433,0.2185,-0.4296
0.5401,0.2595,-0.5409
0.5186,0.3083,-0.3905
0.3818,0.576,-0.2224
0.4169,0.5682,-0.1521
0.4853,0.5897,-0.1678
0.4443,0.6307,-0.2342
0.4267,0.6092,-0.2517
0.4932,0.5604,-0.2224
0.4932,0.5604,-0.2224
0.503,0.5878,-0.2322
0.5303,0.5818,-0.2831
0.5284,0.6776,-0.2733
0.5576,0.8027,-0.2322
0.5166,0.8535,-0.2361
0.4599,0.9532,-0.1736
0.4229,0.9101,-0.3319
0.4599,0.8964,-0.3221
0.4932,0.8808,-0.2752
0.4893,0.8769,-0.2771
0.4814,0.8477,-0.2401
0.4306,0.8319,-0.2303
0.3701,0.8417,-0.2107
0.3701,0.8417,-0.2107
0.3603,0.8633,-0.199
0.3877,0.9082,-0.1776
0.4092,0.8456,-0.1658
0.4169,0.8144,-0.158
0.3955,0.8515,-0.1658
0.3955,0.8515,-0.1658
0.3896,0.8242,-0.1502
0.3584,0.8065,-0.1131
0.3818,0.7714,-0.115
0.3759,0.8046,-0.072
0.3759,0.8046,-0.072
0.329,0.8887,-0.074
0.3623,0.918,0.0373
0.3388,0.8613,-0.0447
0.3994,0.7655,-0.2811
0.3994,0.7655,-0.2811
0.4853,0.7304,-0.6054
0.7277,0.7226,-0.5879
0.882,0.5976,-0.537
0.8039,0.7832,-0.8185
1.0794,0.6835,-0.7833
1.2533,0.6151,-0.6602
1.1927,0.6717,-0.496
0.8507,0.5389,-0.4999
0.7785,0.2164,-0.7012
0.7785,0.2164,-0.7012
0.9289,0.0387,-0.5332
0.9719,0.1032,-0.5293
0.8703,0.195,-0.6641
0.7061,0.113,-0.6993
0.7355,0.0934,-0.6856
0.8273,0.0836,-0.6914
0.7413,0.0855,-0.7442
0.6416,0.0133,-0.707
0.7706,-0.0648,-0.58
0.7706,-0.0648,-0.58
0.7843,-0.0609,-0.5723
0.5459,0.0035,-0.7324
0.6476,-0.0727,-0.7598
0.7785,-0.0687,-0.7657
0.7765,-0.0296,-0.7403
0.7471,-0.0082,-0.7911
0.7648,-0.0883,-0.7774
0.8917,-0.1468,-0.7794
0.882,-0.059,-0.795
0.8332,0.0348,-0.7246
0.9348,-0.0413,-0.6699
1.0638,-0.0453,-0.6543
1.0989,-0.0023,-0.7051
1.0286,-0.0101,-0.836
1.2748,-0.1312,-0.582
1.1927,-0.0355,-0.4315
