accx,accy,accz
0.8078,-0.1508,-0.2498
0.7198,-0.1058,-0.2088
0.6476,-0.0823,-0.2107
0.5929,-0.1,-0.2244
0.714,-0.1019,-0.2224
0.839,-0.0883,-0.2224
0.9054,-0.0981,-0.2538
0.7433,-0.096,-0.2303
0.6593,-0.0609,-0.2596
0.6632,-0.0159,-0.2068
0.7433,0.1422,-0.199
0.9485,0.3337,-0.326
1.3099,0.0269,-0.4725
1.4369,-0.2015,-0.6602
1.4702,-0.0883,-0.8165
1.6285,0.1891,-0.7324
1.5288,0.2399,-0.6543
0.9075,0.0523,-0.582
0.8488,0.0797,-0.5723
0.8468,0.1149,-0.5644
0.884,-0.0082,-0.5703
0.8527,-0.0492,-0.5938
0.8547,-0.0375,-0.4999
0.8097,-0.059,-0.4785
0.7022,-0.0413,-0.4452
0.628,-0.0179,-0.371
0.6221,-0.0394,-0.3397
0.5929,-0.0413,-0.3378
0.5538,-0.0179,-0.373
0.5674,0.0133,-0.369
0.671,0.0543,-0.4257
0.8664,0.0367,-0.5175
0.9329,-0.0941,-0.4589
0.8957,-0.0921,-0.4061
0.8293,0.0015,-0.412
0.8801,0.0211,-0.2126
0.8547,0.0073,-0.2596
0.7022,0.0035,-0.3182
0.6612,0.0367,-0.3065
0.6866,-0.1195,-0.3241
0.6026,-0.2269,-0.4862
0.9211,0.0211,-0.5293
0.9211,0.0211,-0.5293
1.2806,0.0739,-0.1658
1.7242,0.2576,-0.2967
1.1888,0.1735,-0.1326
0.8175,-0.014,-0.1912
0.8449,-0.0355,-0.2498
2.1385,-0.2681,-0.4179
1.7906,-0.2876,-0.4217
1.0188,-0.2856,-0.5488
0.8879,-0.2367,-0.369
0.843,0.0523,-0.2166
0.843,0.0523,-0.2166
1.0012,0.0231,-0.115
1.0442,-0.0257,-0.0661
0.9289,-0.0531,-0.1071
0.9621,-0.1,-0.3143
0.9816,-0.0823,-0.3319
0.966,-0.0023,-0.2831
0.9308,0.0289,-0.2107
0.8449,-0.0629,-0.1893
0.8214,-0.1391,-0.2205
0.8156,-0.1684,-0.2498
0.8527,-0.1996,-0.2869
0.9289,-0.1899,-0.3065
0.9895,-0.2094,-0.3416
0.884,-0.0336,-0.1423
0.8547,-0.0238,-0.1267
0.7238,-0.055,-0.1365
0.7648,-0.1117,-0.158
0.8136,-0.0667,-0.2303
0.8136,-0.0667,-0.2303
0.7862,-0.0629,-0.3182
0.8097,-0.1254,-0.3632
0.6847,-0.184,-0.2068
0.798,0.0406,-0.1795
0.798,0.0406,-0.1795
0.9152,0.1012,-0.1639
1.052,0.1969,-0.2381
1.2631,0.0328,-0.4687
1.4506,-0.1449,-0.5703
1.3275,-0.1235,-0.4179
1.0638,0.0054,-0.4277
1.7711,0.238,-0.6308
1.347,0.1109,-0.496
1.347,0.1109,-0.496
0.9641,-0.0101,-0.5156
0.7355,-0.1176,-0.4941
0.7101,-0.1488,-0.4667
0.8801,-0.059,-0.4589
0.8801,-0.059,-0.4589
0.8703,-0.0042,-0.4296
0.7862,0.0406,-0.3944
0.6162,0.1109,-0.3124
0.542,0.0231,-0.3553
0.542,0.0231,-0.3553
0.5615,-0.0296,-0.3984
0.5948,-0.0727,-0.4081
0.5557,-0.0453,-0.455
0.7061,-0.0609,-0.285
0.7061,-0.0609,-0.285
0.7902,-0.0667,-0.2479
0.8898,-0.014,-0.3319
0.9485,0.0758,-0.326
0.8136,0.1109,-0.2713
0.6299,-0.1,-0.4315
0.6866,-0.1273,-0.4452
0.882,-0.0844,-0.5018
1.1243,0.0073,-0.2713
1.3998,0.025,-0.4238
1.2513,0.1207,-0.0701
1.2474,0.2341,-0.156
1.6069,0.0231,-0.3104
1.7086,-0.1605,-0.4687
1.8102,-0.5299,-0.4531
0.9583,-0.4381,-0.4569
0.8703,-0.3208,-0.326
0.9015,-0.1137,-0.2303
0.9094,0.1286,-0.1736
0.9523,0.2555,-0.0935
1.009,0.1774,-0.072
0.9171,-0.1235,-0.1756
0.9152,-0.182,-0.1853
0.8996,-0.1684,-0.2049
0.9133,-0.0667,-0.2049
0.8859,-0.0179,-0.1853
0.8019,-0.0375,-0.199
0.7667,-0.1019,-0.2049
0.8058,-0.2211,-0.2908
0.8058,-0.2211,-0.2908
0.6319,-0.1468,-0.1639
0.5615,-0.0823,-0.1795
0.5224,0.0133,-0.197
0.9758,-0.0609,-0.2771
0.9836,-0.1508,-0.2263
0.7452,-0.1879,-0.2792
0.7452,-0.1879,-0.2792
0.712,-0.1957,-0.3495
0.6964,-0.1293,-0.2381
0.841,0.2067,-0.2147
1.3686,0.2106,-0.326
1.4604,0.1794,-0.3553
1.5933,0.0328,-0.6816
1.6421,0.0934,-0.6758
1.3158,0.1891,-0.6015
1.3158,0.1891,-0.6015
1.2533,0.15,-0.5566
0.7883,-0.0667,-0.5507
0.7823,-0.1918,-0.539
0.755,-0.1488,-0.4238
0.755,-0.1488,-0.4238
0.6437,0.0211,-0.3182
0.6339,0.1266,-0.3553
0.626,0.1637,-0.3572
0.585,0.0308,-0.3202
0.585,0.0308,-0.3202
0.5264,-0.1273,-0.3162
0.4873,-0.1156,-0.326
0.5068,-0.0082,-0.2987
0.7081,0.0972,-0.3397
0.7843,0.0758,-0.2713
0.843,0.0797,-0.244
0.9094,0.0914,-0.2654
0.9934,0.0855,-0.3104
0.669,-0.1156,-0.3436
0.585,-0.1468,-0.4296
0.6202,-0.1508,-0.4725
0.8605,-0.0336,-0.5332
1.4213,0.1226,-0.2615
1.5132,0.2418,-0.1639
1.5132,0.2418,-0.1639
0.8859,0.0836,-0.3358
1.7769,-0.2211,-0.3397
1.8981,-0.3403,-0.4629
0.7823,-0.4185,-0.4238
0.7862,-0.3071,-0.3807
0.8351,-0.1078,-0.3866
0.9895,0.0113,-0.3045
0.9465,-0.0042,-0.1834
0.9211,-0.0473,-0.1795
0.8938,-0.1626,-0.1893
0.8996,-0.1957,-0.2381
0.8039,-0.1312,-0.2107
0.798,-0.0863,-0.1521
0.7785,-0.1371,-0.2517
0.7785,-0.1371,-0.2517
0.796,-0.1742,-0.285
0.7159,-0.1879,-0.2538
0.673,-0.1566,-0.2147
0.6319,-0.0727,-0.1893
0.6319,-0.0727,-0.1893
0.7315,-0.0667,-0.199
0.8507,-0.0648,-0.201
0.8742,-0.0609,-0.2166
0.714,-0.1176,-0.2713
0.714,-0.1176,-0.2713
0.7355,-0.0511,-0.3788
0.9152,0.1032,-0.3241
1.2513,0.1188,-0.3651
1.5952,-0.1566,-0.4785
1.5424,0.4373,-0.8809
2.0524,0.5643,-0.8126
1.9567,0.2888,-0.668
1.1576,0.0914,-0.5605
0.7471,-0.1156,-0.5058
0.6437,-0.2133,-0.5507
0.667,-0.2797,-0.5078
0.7862,-0.2446,-0.5078
0.8879,-0.0042,-0.5018
0.7883,0.1657,-0.4374
0.6397,0.2672,-0.3241
0.5908,0.2282,-0.2459
0.6065,0.1188,-0.242
0.5635,-0.0159,-0.2752
0.4912,-0.1156,-0.3085
0.456,-0.0823,-0.3085
0.4599,-0.0257,-0.328
0.5655,0.0739,-0.3788
0.8879,0.1246,-0.2771
0.8957,0.0348,-0.2948
0.8957,0.0348,-0.2948
0.8586,0.0035,-0.328
0.5929,-0.0981,-0.5018
1.2865,-0.0296,-0.197
1.2865,-0.0296,-0.197
1.3784,-0.0336,-0.2186
1.6304,0.0308,-0.3104
0.8879,0.1735,-0.412
