accx,accy,accz
0.9308,0.0464,-0.3612
0.9308,0.0464,-0.3651
0.9231,0.0504,-0.3651
0.925,0.0504,-0.3651
0.9269,0.0464,-0.3632
0.9269,0.0485,-0.367
0.9269,0.0485,-0.367
0.9269,0.0485,-0.369
0.9231,0.0504,-0.367
0.9231,0.0504,-0.371
0.9269,0.0464,-0.369
0.9269,0.0464,-0.369
0.9308,0.0445,-0.369
0.9171,0.0504,-0.367
0.9192,0.0523,-0.371
0.925,0.0485,-0.3651
0.9269,0.0485,-0.369
0.9269,0.0504,-0.3612
0.9269,0.0504,-0.3632
0.925,0.0504,-0.3651
0.9269,0.0504,-0.3651
0.9269,0.0504,-0.3651
0.925,0.0523,-0.3612
0.9289,0.0523,-0.367
0.9231,0.0523,-0.371
0.9289,0.0523,-0.3651
0.9211,0.0504,-0.369
0.925,0.0523,-0.369
0.925,0.0504,-0.367
0.9269,0.0523,-0.371
0.9231,0.0523,-0.367
0.9211,0.0504,-0.369
0.925,0.0485,-0.373
0.9289,0.0543,-0.369
0.9231,0.0445,-0.367
0.9269,0.0504,-0.371
0.9269,0.0485,-0.367
0.9308,0.0464,-0.369
0.925,0.0504,-0.3651
0.9231,0.0523,-0.3593
0.925,0.0485,-0.369
0.925,0.0504,-0.3612
0.9269,0.0504,-0.367
0.9269,0.0464,-0.3651
0.9269,0.0464,-0.3651
0.9231,0.0543,-0.367
0.9289,0.0464,-0.371
0.9231,0.0523,-0.367
0.9308,0.0464,-0.371
0.9269,0.0485,-0.371
0.9231,0.0523,-0.373
0.9289,0.0523,-0.371
0.925,0.0485,-0.373
0.9192,0.0523,-0.373
0.9211,0.0504,-0.3768
0.9231,0.0445,-0.373
0.9231,0.0445,-0.373
0.925,0.0387,-0.373
0.9289,0.0464,-0.3612
0.9269,0.0445,-0.3632
0.9308,0.0504,-0.367
0.9308,0.0504,-0.367
0.9329,0.0387,-0.3553
0.9367,0.0328,-0.3572
0.9289,0.0348,-0.367
0.9171,0.0406,-0.3632
0.9171,0.0308,-0.373
0.9329,0.0367,-0.3632
0.9367,0.0485,-0.3593
0.9348,0.0348,-0.369
0.9329,0.0367,-0.3553
0.9329,0.0328,-0.3534
0.9329,0.0328,-0.3612
0.925,0.0367,-0.3593
0.9211,0.0387,-0.3593
0.9308,0.0426,-0.3632
0.9348,0.0426,-0.3632
0.9308,0.0464,-0.3632
0.9308,0.0426,-0.3593
0.9308,0.0426,-0.3572
0.9289,0.0367,-0.3572
0.9308,0.0367,-0.3612
0.9269,0.0367,-0.369
0.9269,0.0387,-0.367
0.9231,0.0406,-0.373
0.9289,0.0406,-0.367
0.925,0.0406,-0.3632
0.9289,0.0387,-0.367
0.9329,0.0426,-0.3612
0.9231,0.0328,-0.3651
0.9231,0.0348,-0.367
0.9269,0.0426,-0.3593
0.9308,0.0406,-0.3612
0.925,0.0387,-0.367
0.9269,0.0387,-0.3612
0.9269,0.0387,-0.3612
0.9329,0.0426,-0.3572
0.9231,0.0445,-0.3593
0.925,0.0387,-0.369
0.925,0.0445,-0.3612
0.925,0.0445,-0.3612
0.9269,0.0426,-0.3651
0.9308,0.0426,-0.3632
0.9308,0.0387,-0.3651
0.9289,0.0387,-0.3651
0.9231,0.0426,-0.371
0.9231,0.0406,-0.3651
0.9269,0.0426,-0.371
0.9211,0.0387,-0.3612
0.925,0.0426,-0.3632
0.925,0.0426,-0.3632
0.9211,0.0426,-0.3612
0.9289,0.0445,-0.3593
0.925,0.0464,-0.3612
0.9269,0.0464,-0.3651
0.925,0.0445,-0.367
0.925,0.0445,-0.373
0.9269,0.0445,-0.369
0.925,0.0464,-0.371
0.9269,0.0406,-0.371
0.9269,0.0406,-0.371
0.9289,0.0426,-0.367
0.9269,0.0445,-0.367
0.9269,0.0445,-0.367
0.9329,0.0426,-0.369
0.9329,0.0426,-0.369
0.9231,0.0426,-0.367
0.925,0.0426,-0.371
0.9289,0.0426,-0.3651
0.925,0.0426,-0.3768
0.9269,0.0387,-0.369
0.9269,0.0445,-0.367
0.9231,0.0445,-0.371
0.9269,0.0445,-0.371
0.9231,0.0504,-0.371
0.9211,0.0464,-0.3632
0.9231,0.0426,-0.367
0.925,0.0387,-0.3788
0.9171,0.0426,-0.3768
0.9094,0.0426,-0.3827
0.9289,0.0387,-0.369
0.9308,0.0308,-0.3651
0.9367,0.0231,-0.3632
0.9231,0.0269,-0.367
0.9171,0.0269,-0.3768
0.9171,0.0269,-0.3768
0.9308,0.0269,-0.3632
0.9308,0.0211,-0.3651
0.9289,0.0211,-0.367
0.9231,0.0191,-0.373
0.9231,0.0191,-0.373
0.9269,0.0191,-0.369
0.9269,0.025,-0.3632
0.9269,0.0289,-0.3651
0.925,0.025,-0.3768
0.925,0.025,-0.3768
0.9231,0.0289,-0.3749
0.925,0.0171,-0.3749
0.9289,0.0231,-0.369
0.9231,0.025,-0.3768
0.9231,0.025,-0.3768
0.9231,0.0289,-0.369
0.925,0.0269,-0.373
0.925,0.0231,-0.373
0.9231,0.0289,-0.3788
0.9231,0.0289,-0.3788
0.9211,0.0269,-0.3749
0.925,0.025,-0.371
0.925,0.025,-0.371
0.9211,0.0231,-0.373
0.9211,0.0231,-0.373
0.9308,0.0269,-0.371
0.9269,0.025,-0.3768
0.925,0.0231,-0.373
0.9211,0.0289,-0.3827
0.9211,0.0289,-0.3827
0.9171,0.0308,-0.3788
0.9231,0.0348,-0.373
0.9211,0.0269,-0.371
0.9171,0.0289,-0.3827
0.9231,0.0289,-0.3807
0.9231,0.0289,-0.3768
0.9211,0.0308,-0.371
0.9269,0.025,-0.3749
0.9192,0.0308,-0.3749
0.9231,0.0269,-0.3749
0.9231,0.0308,-0.3788
0.9231,0.0328,-0.3827
0.9231,0.0328,-0.373
0.9231,0.0269,-0.3807
0.9171,0.0308,-0.3788
0.9211,0.0308,-0.3749
0.9192,0.0348,-0.3749
0.9211,0.0328,-0.3768
0.9269,0.0308,-0.371
0.9231,0.0308,-0.3749
0.9211,0.0289,-0.3768
0.9211,0.0328,-0.3768
0.9211,0.0328,-0.3768
0.9231,0.0328,-0.3768
0.9289,0.0348,-0.3788
0.9192,0.0328,-0.3827
0.9192,0.0328,-0.3827
0.9231,0.0308,-0.371
0.9211,0.0348,-0.369
0.9308,0.0367,-0.3788
0.9171,0.0308,-0.373
0.9269,0.0289,-0.3768
0.9269,0.0289,-0.3768
0.9308,0.0348,-0.3749
0.925,0.0367,-0.3768
0.9231,0.0348,-0.367
0.9192,0.0348,-0.3788
0.9192,0.0348,-0.3788
0.9152,0.0387,-0.3827
0.9152,0.0367,-0.3807
0.9171,0.0308,-0.3847
0.9171,0.0328,-0.3847
0.9171,0.0348,-0.3807
0.925,0.0328,-0.3847
0.9192,0.0367,-0.3827
0.9211,0.0328,-0.3827
0.9152,0.0348,-0.3866
0.9211,0.0308,-0.3827
0.9211,0.0348,-0.3807
0.9211,0.0328,-0.3866
0.9192,0.0328,-0.3905
0.9211,0.0289,-0.3924
0.9269,0.0348,-0.3886
0.9329,0.0328,-0.3984
0.9211,0.0348,-0.3866
0.925,0.0348,-0.3924
0.9133,0.0308,-0.3944
0.9171,0.0367,-0.3866
0.9308,0.0348,-0.4042
0.9329,0.0308,-0.4081
0.9113,0.0348,-0.3984
0.8977,0.0406,-0.3749
0.9171,0.0387,-0.4042
0.9269,0.0348,-0.4159
0.925,0.0289,-0.4022
0.9171,0.0328,-0.4042
0.9035,0.0485,-0.4022
0.9035,0.0485,-0.4022
0.9152,0.0308,-0.4296
0.9192,0.0348,-0.4238
0.9133,0.0426,-0.41
0.8957,0.0582,-0.3944
0.9152,0.0582,-0.3984
0.9152,0.0601,-0.3984
0.9152,0.0543,-0.3963
0.9171,0.0601,-0.3984
0.9211,0.0621,-0.3963
0.9015,0.068,-0.3963
0.9015,0.068,-0.3963
0.9113,0.066,-0.4003
0.9192,0.0621,-0.3788
0.925,0.0797,-0.373
0.925,0.0797,-0.373
0.9289,0.0718,-0.373
0.9308,0.068,-0.3847
0.9308,0.0601,-0.3768
0.9133,0.066,-0.3749
0.9133,0.066,-0.3749
0.9152,0.0699,-0.3788
0.9289,0.0718,-0.369
0.9387,0.0718,-0.371
0.9387,0.0895,-0.3456
0.9367,0.1012,-0.3572
0.9171,0.113,-0.3456
0.9211,0.1168,-0.3299
0.9329,0.1149,-0.3162
0.9465,0.107,-0.3241
0.9387,0.0953,-0.3241
0.9289,0.0972,-0.3006
0.9269,0.0992,-0.2811
0.9329,0.113,-0.2713
0.9426,0.1286,-0.2674
0.9621,0.1305,-0.2752
0.968,0.1383,-0.2635
0.968,0.1461,-0.2459
0.9953,0.1735,-0.244
1.0442,0.1969,-0.2654
1.1126,0.2067,-0.2967
1.1516,0.2185,-0.2792
1.1947,0.2262,-0.2654
1.2279,0.236,-0.2557
1.0794,0.2712,-0.1756
1.0794,0.2712,-0.1756
1.0833,0.2732,-0.1619
1.1008,0.2849,-0.115
1.0989,0.3083,-0.0759
1.0051,0.2986,-0.0427
1.0051,0.2986,-0.0427
1.011,0.2927,-0.0368
1.0324,0.2907,-0.0349
1.0501,0.3044,-0.027
1.0207,0.236,-0.0368
1.0226,0.2243,-0.0368
1.011,0.1891,-0.0486
0.9758,0.2087,-0.0056
0.9797,0.2321,0.0158
0.9797,0.2321,0.0158
0.9934,0.2262,0.0295
0.9778,0.2028,0.0276
0.9583,0.1813,0.0432
0.9602,0.1852,0.0588
0.9602,0.1852,0.0588
0.9465,0.1891,0.0647
0.9231,0.1989,0.0491
