accx,accy,accz
0.9113,0.0445,-0.4022
0.9171,0.0406,-0.3944
0.9133,0.0367,-0.4003
0.9113,0.0387,-0.4003
0.9075,0.0445,-0.3984
0.9094,0.0426,-0.3984
0.9171,0.0387,-0.3924
0.9171,0.0406,-0.3963
0.9133,0.0387,-0.3905
0.9113,0.0387,-0.3905
0.9113,0.0367,-0.4003
0.9075,0.0445,-0.4003
0.9113,0.0426,-0.3944
0.9171,0.0406,-0.3984
0.9171,0.0348,-0.3944
0.9171,0.0367,-0.3905
0.9113,0.0406,-0.3984
0.9133,0.0406,-0.3963
0.9133,0.0445,-0.4022
0.9133,0.0387,-0.3984
0.9133,0.0387,-0.3984
0.9113,0.0406,-0.3984
0.9113,0.0426,-0.3963
0.9152,0.0406,-0.3924
0.9152,0.0387,-0.3963
0.9133,0.0387,-0.3963
0.9152,0.0367,-0.3886
0.9133,0.0348,-0.3944
0.9113,0.0406,-0.4003
0.9113,0.0406,-0.3963
0.9152,0.0406,-0.3924
0.9113,0.0387,-0.3963
0.9133,0.0387,-0.3924
0.9171,0.0387,-0.3984
0.9133,0.0367,-0.3944
0.9152,0.0387,-0.3924
0.9192,0.0348,-0.3963
0.9133,0.0464,-0.3944
0.9171,0.0406,-0.3905
0.9054,0.0406,-0.3944
0.9094,0.0387,-0.3963
0.9133,0.0406,-0.3984
0.9192,0.0406,-0.3984
0.9152,0.0348,-0.4003
0.9152,0.0348,-0.4003
0.9075,0.0426,-0.3963
0.9113,0.0426,-0.4003
0.9152,0.0406,-0.3963
0.9152,0.0406,-0.3963
0.9113,0.0328,-0.4003
0.9113,0.0328,-0.4003
0.9094,0.0348,-0.3963
0.9094,0.0387,-0.3984
0.9133,0.0367,-0.3984
0.9133,0.0426,-0.3963
0.9133,0.0367,-0.3984
0.9113,0.0387,-0.3963
0.9171,0.0387,-0.3944
0.9094,0.0348,-0.3944
0.9133,0.0406,-0.4022
0.9133,0.0387,-0.4061
0.9113,0.0426,-0.3984
0.9133,0.0426,-0.3944
0.9113,0.0406,-0.3984
0.9133,0.0387,-0.3944
0.9133,0.0387,-0.3944
0.9133,0.0387,-0.3984
0.9152,0.0445,-0.3963
0.9133,0.0367,-0.3963
0.9133,0.0367,-0.3963
0.9152,0.0367,-0.3924
0.9192,0.0328,-0.3866
0.9113,0.0308,-0.3963
0.9094,0.0367,-0.3984
0.9133,0.0426,-0.3984
0.9171,0.0426,-0.3963
0.9152,0.0387,-0.3984
0.9113,0.0367,-0.3944
0.9152,0.0387,-0.3984
0.9133,0.0426,-0.3924
0.9171,0.0348,-0.3944
0.9113,0.0328,-0.4042
0.9054,0.0387,-0.4003
0.9075,0.0348,-0.4061
0.925,0.0308,-0.4042
0.9289,0.0308,-0.3924
0.9015,0.0387,-0.3807
0.9171,0.0387,-0.3847
0.9094,0.0426,-0.4022
0.9113,0.0328,-0.3963
0.9094,0.0387,-0.3984
0.9171,0.0406,-0.4081
0.9171,0.0406,-0.4081
0.9171,0.0464,-0.4022
0.9133,0.0406,-0.3984
0.9054,0.0387,-0.4081
0.9054,0.0445,-0.4061
0.9094,0.0406,-0.3924
0.9171,0.0328,-0.3807
0.9171,0.0328,-0.3807
0.9152,0.0406,-0.4081
0.9133,0.0426,-0.4022
0.9113,0.0464,-0.3924
0.9171,0.0485,-0.3788
0.9171,0.0485,-0.3788
0.9094,0.0387,-0.3886
0.9113,0.0289,-0.4042
0.9152,0.0328,-0.4257
0.9094,0.0504,-0.373
0.9113,0.0485,-0.373
0.9113,0.0523,-0.3788
0.9152,0.0504,-0.3984
0.925,0.0426,-0.4061
0.9192,0.0367,-0.414
0.9171,0.0348,-0.3944
0.9171,0.0348,-0.3944
0.9269,0.0308,-0.3924
0.9133,0.0367,-0.4022
0.9133,0.0367,-0.4022
0.9015,0.0445,-0.369
0.9015,0.0445,-0.369
0.9113,0.0269,-0.3905
0.9171,0.0289,-0.4315
0.925,0.0562,-0.3924
0.925,0.0562,-0.3924
0.925,0.0543,-0.3827
0.9015,0.0543,-0.3847
0.9015,0.0328,-0.4042
0.9152,0.0269,-0.3963
0.9152,0.0269,-0.3963
0.9231,0.0367,-0.3827
0.9269,0.0387,-0.3944
0.9054,0.0543,-0.3866
0.9054,0.0543,-0.3866
0.9035,0.0485,-0.3807
0.9035,0.0464,-0.3886
0.9152,0.0348,-0.3944
0.925,0.0308,-0.4003
0.925,0.0308,-0.4003
0.9211,0.0406,-0.4042
0.9113,0.0621,-0.3788
0.9015,0.0621,-0.3847
0.9152,0.0348,-0.4022
0.9113,0.0406,-0.3963
0.9113,0.0406,-0.3963
0.9035,0.0621,-0.3788
0.9133,0.0504,-0.3827
0.9269,0.0348,-0.3886
0.9308,0.0289,-0.4081
0.9133,0.0426,-0.4003
0.9075,0.0562,-0.3866
0.9015,0.0601,-0.3749
0.9094,0.0406,-0.3866
0.9211,0.0406,-0.412
0.9113,0.0504,-0.3827
0.9075,0.0582,-0.367
0.9113,0.0523,-0.369
0.9269,0.0426,-0.371
0.9133,0.0387,-0.3847
0.9075,0.0464,-0.3963
0.9152,0.0464,-0.4061
0.925,0.0445,-0.412
0.925,0.0485,-0.3984
0.9133,0.0601,-0.3886
0.9094,0.0426,-0.4022
0.9113,0.025,-0.4003
0.9211,0.0191,-0.4081
0.9211,0.0289,-0.412
0.9192,0.0445,-0.3944
0.9211,0.0562,-0.3905
0.9133,0.0504,-0.3984
0.9035,0.0562,-0.4061
0.9054,0.0562,-0.3963
0.9192,0.0504,-0.3847
0.9171,0.0464,-0.3905
0.9192,0.0523,-0.4003
0.9171,0.0523,-0.3788
0.9192,0.0485,-0.3768
0.9152,0.0445,-0.3788
0.9171,0.0504,-0.3847
0.9152,0.0504,-0.3807
0.9171,0.0445,-0.3847
0.9211,0.0504,-0.3768
0.9211,0.0504,-0.3768
0.9152,0.0601,-0.3749
0.9231,0.0523,-0.373
0.9231,0.0504,-0.3886
0.9192,0.0523,-0.3866
0.9192,0.0485,-0.3827
0.9211,0.0523,-0.3788
0.9231,0.0523,-0.3749
0.9211,0.0485,-0.3807
0.9171,0.0523,-0.3807
0.9231,0.0485,-0.3768
0.9231,0.0485,-0.3768
0.925,0.0504,-0.3788
0.9231,0.0523,-0.3807
0.9211,0.0543,-0.369
0.9192,0.0543,-0.3847
0.9152,0.0543,-0.3827
0.9171,0.0523,-0.3788
0.9269,0.0504,-0.373
0.9211,0.0543,-0.373
0.9171,0.0523,-0.373
0.9171,0.0562,-0.3768
0.9211,0.0543,-0.3807
0.9269,0.0523,-0.3768
0.9211,0.0504,-0.373
0.9211,0.0504,-0.373
0.9211,0.0562,-0.373
0.9231,0.0504,-0.373
0.9211,0.0504,-0.373
0.9231,0.0562,-0.373
0.9231,0.0562,-0.373
0.925,0.0543,-0.3749
0.9289,0.0562,-0.371
0.9231,0.0562,-0.369
0.9231,0.0543,-0.369
0.9231,0.0504,-0.3749
0.9269,0.0504,-0.369
0.9231,0.0543,-0.371
0.9231,0.0543,-0.373
0.9308,0.0543,-0.3749
0.9269,0.0543,-0.373
0.925,0.0601,-0.3749
0.9211,0.0562,-0.371
0.9192,0.0543,-0.369
0.9269,0.0485,-0.3749
0.925,0.0485,-0.373
0.925,0.0504,-0.369
0.9211,0.0562,-0.373
0.9231,0.0582,-0.3749
0.925,0.0523,-0.371
0.9269,0.0504,-0.371
0.925,0.0485,-0.3749
0.9171,0.0601,-0.369
0.925,0.0504,-0.369
0.9269,0.0543,-0.369
0.9269,0.0543,-0.369
0.9231,0.0582,-0.3651
0.925,0.0601,-0.3651
0.9231,0.0582,-0.3651
0.925,0.0543,-0.3632
0.925,0.0543,-0.3632
0.925,0.0523,-0.3632
0.9269,0.0543,-0.3651
0.9231,0.0562,-0.369
0.925,0.0543,-0.367
0.925,0.0543,-0.367
0.9329,0.0562,-0.371
0.9289,0.0543,-0.367
0.9211,0.0562,-0.373
0.9269,0.0582,-0.369
0.9269,0.0523,-0.3612
0.925,0.0504,-0.3651
0.925,0.0523,-0.3651
0.9269,0.0523,-0.3632
0.925,0.0504,-0.371
0.9231,0.0582,-0.367
0.9231,0.0562,-0.369
0.9269,0.0523,-0.3651
0.9231,0.0543,-0.367
