time,gFx,gFy,gFz,TgF
7.503361,0.9972,-0.0921,-0.2517,1.03
7.529601,1.0247,-0.0648,-0.2635,1.06
7.546769,1.0051,-0.0433,-0.3124,1.05
7.565954,0.9387,-0.0336,-0.2987,0.99
7.603808,0.8312,0.0504,-0.3416,0.9
7.604019,0.8312,0.0504,-0.3416,0.9
7.629343,0.7648,0.0914,-0.2908,0.82
7.646614,0.7589,0.0504,-0.244,0.8
7.666113,0.7257,-0.0003,-0.3632,0.81
7.703233,0.7804,-0.0902,-0.4785,0.92
7.710809,0.7862,-0.1058,-0.4569,0.92
7.728778,0.6866,-0.0706,-0.4725,0.84
7.745673,0.6026,-0.0199,-0.5097,0.79
7.782123,0.5771,0.0718,-0.412,0.71
7.81334,0.5908,0.0855,-0.4862,0.77
7.813555,0.5908,0.0855,-0.4862,0.77
7.827184,0.5908,0.0914,-0.5409,0.81
7.861715,0.5557,0.0231,-0.5957,0.82
7.883592,0.5479,0.0035,-0.6269,0.83
7.894965,0.5498,-0.0238,-0.6211,0.83
7.909636,0.544,-0.0727,-0.6054,0.82
7.928722,0.6124,-0.1,-0.6758,0.92
7.960514,0.7667,-0.0804,-0.7286,1.06
7.981866,0.8938,-0.0101,-0.6562,1.11
8.003333,1.2279,0.1813,-0.6465,1.4
8.008909,1.2943,0.2067,-0.6152,1.45
8.026845,1.435,0.2946,-0.6269,1.59
8.060636,1.0579,0.0953,-0.5605,1.2
8.084373,0.9523,0.0621,-0.3924,1.03
8.117782,0.9192,-0.0003,-0.3241,0.97
8.121011,0.9054,0.0094,-0.326,0.96
8.14272,0.8586,0.0758,-0.3006,0.91
8.159799,0.9348,0.1383,-0.2831,0.99
8.18054,0.9972,0.2126,-0.3006,1.06
8.213102,0.9739,0.1207,-0.2948,1.02
8.213299,0.9739,0.1207,-0.2948,1.02
8.241849,0.9035,-0.0159,-0.2635,0.94
8.259022,0.8781,-0.0863,-0.2674,0.92
8.279814,0.8938,-0.1019,-0.2694,0.94
8.31227,0.9289,-0.1528,-0.2733,0.98
8.312479,0.9289,-0.1528,-0.2733,0.98
8.34138,0.8781,-0.0785,-0.2596,0.92
8.358894,0.8644,-0.059,-0.2615,0.91
8.379573,0.8527,-0.0492,-0.2615,0.89
8.39684,0.882,-0.0375,-0.2303,0.91
8.424591,0.9094,-0.1176,-0.1853,0.94
8.440636,0.8507,-0.1351,-0.2205,0.89
8.460012,0.8175,-0.1566,-0.2557,0.87
8.474345,0.7902,-0.1645,-0.2479,0.84
8.4956,0.7921,-0.184,-0.1619,0.83
8.531416,0.8938,-0.1684,-0.2126,0.93
8.539748,0.9367,-0.1742,-0.203,0.97
8.556693,0.9621,-0.1782,-0.2224,1.0
8.578203,0.9465,-0.184,-0.2733,1.0
8.614857,1.0188,-0.2192,-0.2987,1.08
8.622701,1.0305,-0.225,-0.2908,1.09
8.639713,1.0559,-0.1996,-0.2596,1.11
8.681982,1.1868,-0.0531,-0.1814,1.2
8.682536,1.1868,-0.0531,-0.1814,1.2
8.71191,1.2923,-0.0667,-0.0994,1.3
8.722368,1.2571,-0.1938,-0.2342,1.29
8.740199,1.1478,-0.3813,-0.285,1.24
8.775107,1.2161,0.0426,-0.1599,1.23
8.805223,1.1634,0.1266,-0.1462,1.18
8.805442,1.1634,0.1266,-0.1462,1.18
8.822003,0.9895,0.1051,-0.1208,1.0
8.840047,0.9211,0.1032,-0.0798,0.93
8.874633,1.0598,0.0054,-0.2401,1.09
8.887849,1.1106,-0.0316,-0.1872,1.13
8.90587,1.0774,-0.0394,-0.1287,1.09
8.921868,1.007,-0.0003,-0.1599,1.02
8.954787,1.0226,0.0426,-0.2126,1.05
8.971032,1.0363,0.0367,-0.2792,1.07
8.992617,1.007,0.0073,-0.2811,1.05
9.021885,0.9523,0.0094,-0.3104,1.0
9.037457,0.968,0.0231,-0.3241,1.02
9.054948,0.9641,0.0406,-0.3553,1.03
9.071306,0.9211,0.0171,-0.3065,0.97
9.090782,0.8449,-0.0277,-0.2831,0.89
9.106486,0.8253,-0.0569,-0.3299,0.89
9.136455,0.8214,-0.0336,-0.3924,0.91
9.153327,0.8019,-0.0023,-0.4003,0.9
9.170349,0.7687,0.025,-0.4687,0.9
9.189741,0.6886,-0.0062,-0.4198,0.81
9.219616,0.6162,-0.0101,-0.4452,0.76
9.236846,0.6495,0.0073,-0.4238,0.78
9.25311,0.671,0.0152,-0.4531,0.81
9.270036,0.6944,0.0015,-0.4785,0.84
9.290374,0.6319,0.0308,-0.5723,0.85
9.318705,0.6807,0.0876,-0.6094,0.92
9.335368,0.6749,0.113,-0.6426,0.94
9.352628,0.5967,0.1207,-0.6387,0.88
9.368942,0.5771,0.1109,-0.6406,0.87
9.389029,0.585,0.0485,-0.625,0.86
9.406653,0.5576,0.0269,-0.6718,0.87
9.435967,0.628,0.025,-0.7226,0.96
9.450746,0.6476,0.0073,-0.7324,0.98
9.468079,0.6632,-0.0042,-0.7363,0.99
9.48782,0.671,-0.0082,-0.7149,0.98
9.517507,0.7492,0.0485,-0.6269,0.98
9.534185,0.8977,0.1188,-0.6426,1.11
9.55017,1.2415,0.2224,-0.8458,1.52
9.56766,1.2317,0.2497,-0.9005,1.55
9.588926,0.966,0.1012,-0.7871,1.25
9.616235,0.8507,-0.0394,-0.709,1.11
9.633235,0.9211,0.0133,-0.6699,1.14
9.650194,1.0188,0.068,-0.6211,1.2
9.672345,1.0188,0.109,-0.4648,1.13
9.692885,0.8957,0.1676,-0.3944,0.99
9.7179,0.8156,0.1363,-0.3378,0.89
9.733122,0.7941,0.1188,-0.3358,0.87
9.752053,0.8214,0.0641,-0.2889,0.87
9.788285,0.8917,0.0485,-0.3358,0.95
9.822821,0.9231,0.0073,-0.3651,0.99
9.823018,0.9231,0.0073,-0.3651,0.99
9.832139,0.8977,0.0073,-0.3514,0.96
9.870127,0.8644,-0.0101,-0.3339,0.93
9.89919,0.8644,-0.1039,-0.3397,0.93
9.899409,0.8644,-0.1039,-0.3397,0.93
9.914802,0.8468,-0.143,-0.3514,0.93
9.932486,0.8332,-0.1293,-0.328,0.9
9.970941,0.8116,-0.0394,-0.3182,0.87
9.983101,0.8332,-0.0433,-0.3241,0.9
9.999381,0.8898,-0.0706,-0.3416,0.96
10.015916,0.9171,-0.1235,-0.3065,0.97
10.032656,0.9094,-0.1332,-0.2987,0.97
10.071154,0.8488,-0.1449,-0.2948,0.91
10.091878,0.8664,-0.1254,-0.3299,0.94
10.096583,0.8742,-0.1176,-0.3162,0.94
10.115114,0.8703,-0.1137,-0.3006,0.93
10.148926,0.8273,-0.1273,-0.2889,0.89
10.164048,0.8644,-0.1235,-0.3319,0.93
10.184342,0.9269,-0.182,-0.3436,1.01
10.199342,0.9387,-0.2309,-0.3572,1.03
10.231302,0.9094,-0.2348,-0.3241,0.99
10.24853,0.884,-0.2113,-0.2967,0.96
10.264203,0.8917,-0.1528,-0.2186,0.93
10.283859,0.9816,-0.0433,-0.1189,0.99
10.304237,1.1204,0.0113,-0.115,1.13
10.330789,1.22,-0.1547,-0.201,1.25
10.347437,1.2435,-0.1508,-0.2479,1.28
10.364131,1.3607,-0.1195,-0.2361,1.39
10.381522,1.4839,-0.1273,-0.2635,1.51
10.400451,1.4936,-0.143,-0.2792,1.53
10.433406,1.2552,-0.0296,-0.2205,1.27
10.445637,1.1751,0.0054,-0.197,1.19
10.463633,1.0617,0.066,-0.2361,1.09
10.483992,0.9993,0.1168,-0.2498,1.04
10.513098,1.0833,0.1344,-0.2126,1.11
10.528227,1.1048,0.0836,-0.1912,1.12
10.546569,1.0442,-0.0003,-0.1639,1.06
10.562682,0.9836,-0.0473,-0.2088,1.01
10.600968,0.8644,-0.0981,-0.3378,0.93
10.601522,0.8644,-0.0981,-0.3378,0.93
10.63663,0.8781,-0.0453,-0.3612,0.95
10.644941,0.882,-0.0179,-0.3476,0.95
10.662475,0.8625,0.0348,-0.3476,0.93
10.699837,0.7648,0.0562,-0.3182,0.83
10.736656,0.7315,-0.0746,-0.4081,0.84
10.737105,0.7315,-0.0746,-0.4081,0.84
10.743558,0.7315,-0.0981,-0.4217,0.85
10.76245,0.7315,-0.1195,-0.4823,0.88
10.799569,0.7217,-0.0023,-0.4531,0.85
10.837421,0.6534,0.0015,-0.4648,0.8
10.837614,0.6534,0.0015,-0.4648,0.8
10.843261,0.6416,0.0094,-0.4706,0.8
10.877443,0.6221,0.1226,-0.5644,0.85
10.897049,0.6183,0.1324,-0.5293,0.82
10.918145,0.6104,0.1207,-0.5742,0.85
10.92691,0.6143,0.1188,-0.5996,0.87
10.943862,0.6046,0.0895,-0.6308,0.88
10.977718,0.5518,0.0641,-0.6582,0.86
10.99835,0.585,0.0739,-0.6972,0.91
11.028112,0.6085,-0.014,-0.7149,0.94
11.028334,0.6085,-0.014,-0.7149,0.94
11.059428,0.6886,0.0739,-0.7559,1.03
11.076598,0.7471,0.0953,-0.7442,1.06
11.097172,0.7159,0.0797,-0.7207,1.02
11.135293,0.8723,0.0816,-0.6015,1.06
11.135514,0.8723,0.0816,-0.6015,1.06
11.158491,1.1262,0.1363,-0.6972,1.33
11.176168,1.2298,0.1969,-0.7969,1.48
11.196042,1.1614,0.2321,-0.8418,1.45
11.234038,0.8332,0.1735,-0.5312,1.0
11.234711,0.8293,0.1579,-0.5058,0.98
11.258142,0.8742,0.068,-0.4217,0.97
11.276152,0.8898,-0.0159,-0.3495,0.96
11.295509,0.882,-0.014,-0.328,0.94
11.320088,0.9621,0.0699,-0.3085,1.01
11.341434,1.013,0.0718,-0.3241,1.07
11.357527,0.9972,0.0387,-0.3182,1.05
11.375377,0.9504,0.0094,-0.3358,1.01
11.395162,0.9094,0.0113,-0.3299,0.97
11.429922,0.8996,0.0855,-0.2967,0.95
11.439749,0.9406,0.0718,-0.2987,0.99
11.45969,0.9348,0.0015,-0.2967,0.98
11.473478,0.8859,-0.0609,-0.3143,0.94
11.495536,0.8332,-0.1626,-0.326,0.91
11.533063,0.8547,-0.0844,-0.2694,0.9
11.533279,0.8547,-0.0844,-0.2694,0.9
11.557008,0.8859,-0.0082,-0.2538,0.92
11.572634,0.8723,0.0054,-0.2889,0.92
11.592839,0.8273,-0.0316,-0.2752,0.87
11.631895,0.8644,-0.1195,-0.2498,0.91
11.632107,0.8644,-0.1195,-0.2498,0.91
11.656569,0.8351,-0.1391,-0.2733,0.89
11.67234,0.8527,-0.1605,-0.1872,0.89
11.692339,0.8234,-0.1566,-0.2088,0.86
11.72706,0.9485,-0.1664,-0.2771,1.0
11.738797,0.9836,-0.184,-0.2831,1.04
11.756239,0.9778,-0.1918,-0.2948,1.04
11.791586,1.0149,-0.1859,-0.2284,1.06
11.825107,1.0871,-0.1312,-0.1893,1.11
11.82535,1.0871,-0.1312,-0.1893,1.11
11.837637,1.1614,-0.1019,-0.2186,1.19
11.855646,1.2729,-0.0823,-0.2284,1.3
11.891342,1.3314,-0.1019,-0.2126,1.35
11.930987,1.3861,-0.0082,-0.2303,1.41
11.93119,1.3861,-0.0082,-0.2303,1.41
11.937859,1.3119,0.0485,-0.1951,1.33
11.9554,1.177,0.1598,-0.1619,1.2
11.993474,1.0696,0.2399,-0.2517,1.12
12.030986,1.0149,0.0152,-0.1736,1.03
12.031185,1.0149,0.0152,-0.1736,1.03
12.036689,0.9972,-0.0062,-0.1795,1.01
12.071322,0.9054,-0.1391,-0.3026,0.96
12.086799,0.8801,-0.1371,-0.2967,0.94
12.10916,0.8468,-0.0159,-0.2792,0.89
12.149514,0.925,0.0953,-0.3456,0.99
12.14974,0.925,0.0953,-0.3456,0.99
12.170333,0.882,0.1481,-0.3065,0.95
12.187632,0.839,0.1266,-0.2948,0.9
12.208258,0.8019,0.0972,-0.2792,0.85
12.239624,0.7687,0.0485,-0.3924,0.86
12.251303,0.7648,-0.0082,-0.4354,0.88
12.27008,0.7042,-0.0433,-0.4452,0.83
12.286563,0.6085,-0.0667,-0.5312,0.81
12.307892,0.5967,-0.0511,-0.4725,0.76
12.335191,0.6299,-0.0238,-0.5039,0.81
12.351468,0.628,0.0054,-0.5409,0.83
12.368845,0.6339,0.0562,-0.5644,0.85
12.391081,0.6593,0.0739,-0.5859,0.89
12.42654,0.6299,0.109,-0.5977,0.88
12.426749,0.6299,0.109,-0.5977,0.88
12.451506,0.6026,0.0876,-0.6171,0.87
12.469378,0.5655,0.0406,-0.6504,0.86
12.485215,0.5596,0.0816,-0.6641,0.87
12.506511,0.6202,0.0699,-0.666,0.91
12.538722,0.626,0.0739,-0.707,0.95
12.549715,0.671,0.0641,-0.7617,1.02
12.566874,0.7706,0.0485,-0.7833,1.1
12.589449,0.9171,0.0113,-0.838,1.24
12.629617,1.095,0.066,-0.8204,1.37
12.629817,1.095,0.066,-0.8204,1.37
12.649904,0.9075,0.0641,-0.7384,1.17
12.668455,0.9719,0.1461,-0.4667,1.09
12.705655,1.179,0.2986,-0.625,1.37
12.751092,0.7452,-0.0453,-0.3593,0.83
12.751312,0.7452,-0.0453,-0.3593,0.83
12.751505,0.7452,-0.0453,-0.3593,0.83
12.786032,0.7941,-0.0218,-0.3006,0.85
12.828576,1.0207,0.1109,-0.369,1.09
12.828779,1.0207,0.1109,-0.369,1.09
12.828966,1.0207,0.1109,-0.369,1.09
12.849875,1.0696,0.1168,-0.3905,1.14
12.886538,0.882,0.0621,-0.3162,0.94
12.908666,0.8273,0.0191,-0.3182,0.89
12.914264,0.8312,0.0211,-0.3143,0.89
12.933135,0.8527,-0.0042,-0.3124,0.91
12.965295,0.837,-0.0902,-0.3026,0.89
12.981794,0.8293,-0.0981,-0.2694,0.88
13.003905,0.8273,-0.0902,-0.2479,0.87
13.018005,0.8468,-0.0863,-0.2284,0.88
13.032009,0.8527,-0.0473,-0.2517,0.89
13.065576,0.8136,-0.0511,-0.2263,0.85
13.08117,0.7999,-0.0082,-0.244,0.84
13.104763,0.8586,-0.0218,-0.2713,0.9
13.132229,0.925,-0.1,-0.2908,0.97
13.132453,0.925,-0.1,-0.2908,0.97
13.165043,0.8917,-0.1938,-0.2967,0.96
13.179931,0.8761,-0.2192,-0.3221,0.96
13.202234,0.925,-0.2348,-0.3241,1.01
13.228848,0.9426,-0.2231,-0.3085,1.02
13.248152,0.9739,-0.2036,-0.3632,1.06
13.264504,0.9739,-0.2192,-0.3104,1.05
13.280907,0.9426,-0.1879,-0.2752,1.0
13.29913,0.9934,-0.0902,-0.2479,1.03
13.334042,1.222,0.0367,-0.1639,1.23
13.334249,1.222,0.0367,-0.1639,1.23
13.363652,1.2494,-0.141,-0.242,1.28
13.380048,1.224,-0.2504,-0.2517,1.27
13.402418,1.3412,-0.1918,-0.2303,1.37
13.421676,1.4233,-0.1137,-0.1853,1.44
13.445566,1.2767,0.0015,-0.2049,1.29
13.463376,1.1634,0.1032,-0.1893,1.18
13.480005,1.0735,0.1559,-0.1951,1.1
13.501042,1.0422,0.1579,-0.2381,1.08
13.525908,1.0931,0.0992,-0.199,1.12
13.545742,1.0579,0.0739,-0.1365,1.07
13.562588,1.0149,0.0387,-0.1502,1.03
13.579875,1.011,0.0054,-0.2205,1.03
13.600806,1.009,-0.0375,-0.2694,1.04
13.624739,0.9192,-0.0238,-0.2811,0.96
13.644835,0.8488,0.0094,-0.2713,0.89
13.661127,0.798,0.0523,-0.3436,0.87
13.679285,0.8312,0.1363,-0.4452,0.95
13.71651,0.7785,0.107,-0.3456,0.86
13.757248,0.7745,-0.1195,-0.4765,0.92
13.757475,0.7745,-0.1195,-0.4765,0.92
13.759664,0.7745,-0.1195,-0.4765,0.92
13.794816,0.6437,-0.1137,-0.4823,0.81
13.815821,0.5596,-0.059,-0.4491,0.72
13.856086,0.5088,0.0816,-0.4902,0.71
13.856449,0.5264,0.0953,-0.5018,0.73
13.859667,0.5264,0.0953,-0.5018,0.73
13.894065,0.6319,0.1226,-0.539,0.84
13.915328,0.5694,0.0836,-0.6133,0.84
13.951541,0.5303,0.1246,-0.6641,0.86
13.951744,0.5303,0.1246,-0.6641,0.86
13.976222,0.5264,0.109,-0.6816,0.87
13.993916,0.5284,0.1344,-0.7324,0.91
14.014797,0.5792,0.1461,-0.7149,0.93
14.043529,0.6984,0.0328,-0.7226,1.01
14.043977,0.712,0.0113,-0.7226,1.01
14.07573,0.7648,-0.0706,-0.7696,1.09
14.093167,0.8879,0.0269,-0.6485,1.1
14.114369,1.2631,0.2439,-0.9806,1.62
14.138405,1.3823,0.3083,-0.8849,1.67
14.158587,1.0501,0.1754,-0.713,1.28
14.174183,0.7492,0.1324,-0.5957,0.97
14.197694,0.6964,0.0406,-0.4804,0.85
14.2122,0.755,0.0073,-0.367,0.84
14.225792,0.7823,0.0073,-0.3416,0.85
14.258055,0.9367,0.1149,-0.3124,0.99
14.27415,1.0989,0.154,-0.3358,1.16
14.296298,1.054,0.1286,-0.3612,1.12
14.31711,1.0012,0.0504,-0.3632,1.07
14.341121,0.9035,0.0426,-0.2948,0.95
14.357999,0.8253,0.0601,-0.2615,0.87
14.372894,0.8136,0.0504,-0.242,0.85
14.396062,0.843,0.0113,-0.2576,0.88
14.423505,0.841,-0.0863,-0.3085,0.9
14.439659,0.8781,-0.096,-0.3182,0.94
14.457059,0.9445,-0.0765,-0.3162,1.0
14.473022,1.0012,-0.0706,-0.2517,1.03
14.503632,0.968,-0.0296,-0.2557,1.0
14.519574,0.9426,-0.0042,-0.2674,0.98
14.538947,0.9445,-0.0394,-0.2733,0.98
14.555467,0.8957,-0.0433,-0.2361,0.93
14.572697,0.8332,-0.0355,-0.2615,0.87
14.607737,0.8058,-0.1019,-0.2166,0.84
14.632543,0.8097,-0.1508,-0.2322,0.86
14.633105,0.8097,-0.1508,-0.2322,0.86
14.654606,0.843,-0.1528,-0.2498,0.89
